reactor,fa,fb,fe,ok
20,40,0,0,1
20,40,0,3.68421052631579,1
20,40,0,7.36842105263158,1
20,40,0,11.0526315789474,1
20,40,0,14.7368421052632,1
20,40,0,18.421052631579,1
20,40,0,22.1052631578947,1
20,40,0,25.7894736842105,1
20,40,0,29.4736842105263,0
20,40,0,33.1578947368421,0
20,40,0,36.8421052631579,0
20,40,0,40.5263157894737,0
20,40,0,44.2105263157895,0
20,40,0,47.8947368421053,0
20,40,0,51.5789473684211,0
20,40,0,55.2631578947368,0
20,40,0,58.9473684210526,0
20,40,0,62.6315789473684,0
20,40,0,66.3157894736842,0
20,40,0,70,0
20,40,18.421052631579,0,1
20,40,18.421052631579,3.68421052631579,1
20,40,18.421052631579,7.36842105263158,1
20,40,18.421052631579,11.0526315789474,1
20,40,18.421052631579,14.7368421052632,1
20,40,18.421052631579,18.421052631579,1
20,40,18.421052631579,22.1052631578947,1
20,40,18.421052631579,25.7894736842105,1
20,40,18.421052631579,29.4736842105263,0
20,40,18.421052631579,33.1578947368421,0
20,40,18.421052631579,36.8421052631579,0
20,40,18.421052631579,40.5263157894737,0
20,40,18.421052631579,44.2105263157895,0
20,40,18.421052631579,47.8947368421053,0
20,40,18.421052631579,51.5789473684211,0
20,40,18.421052631579,55.2631578947368,0
20,40,18.421052631579,58.9473684210526,0
20,40,18.421052631579,62.6315789473684,0
20,40,18.421052631579,66.3157894736842,0
20,40,18.421052631579,70,0
20,40,36.8421052631579,0,1
20,40,36.8421052631579,3.68421052631579,1
20,40,36.8421052631579,7.36842105263158,1
20,40,36.8421052631579,11.0526315789474,1
20,40,36.8421052631579,14.7368421052632,1
20,40,36.8421052631579,18.421052631579,1
20,40,36.8421052631579,22.1052631578947,1
20,40,36.8421052631579,25.7894736842105,1
20,40,36.8421052631579,29.4736842105263,0
20,40,36.8421052631579,33.1578947368421,0
20,40,36.8421052631579,36.8421052631579,0
20,40,36.8421052631579,40.5263157894737,0
20,40,36.8421052631579,44.2105263157895,0
20,40,36.8421052631579,47.8947368421053,0
20,40,36.8421052631579,51.5789473684211,0
20,40,36.8421052631579,55.2631578947368,0
20,40,36.8421052631579,58.9473684210526,0
20,40,36.8421052631579,62.6315789473684,0
20,40,36.8421052631579,66.3157894736842,0
20,40,36.8421052631579,70,0
20,40,55.2631578947368,0,1
20,40,55.2631578947368,3.68421052631579,1
20,40,55.2631578947368,7.36842105263158,1
20,40,55.2631578947368,11.0526315789474,1
20,40,55.2631578947368,14.7368421052632,1
20,40,55.2631578947368,18.421052631579,1
20,40,55.2631578947368,22.1052631578947,1
20,40,55.2631578947368,25.7894736842105,1
20,40,55.2631578947368,29.4736842105263,0
20,40,55.2631578947368,33.1578947368421,0
20,40,55.2631578947368,36.8421052631579,0
20,40,55.2631578947368,40.5263157894737,0
20,40,55.2631578947368,44.2105263157895,0
20,40,55.2631578947368,47.8947368421053,0
20,40,55.2631578947368,51.5789473684211,0
20,40,55.2631578947368,55.2631578947368,0
20,40,55.2631578947368,58.9473684210526,0
20,40,55.2631578947368,62.6315789473684,0
20,40,55.2631578947368,66.3157894736842,0
20,40,55.2631578947368,70,0
20,40,73.6842105263158,0,1
20,40,73.6842105263158,3.68421052631579,1
20,40,73.6842105263158,7.36842105263158,1
20,40,73.6842105263158,11.0526315789474,1
20,40,73.6842105263158,14.7368421052632,1
20,40,73.6842105263158,18.421052631579,1
20,40,73.6842105263158,22.1052631578947,1
20,40,73.6842105263158,25.7894736842105,1
20,40,73.6842105263158,29.4736842105263,0
20,40,73.6842105263158,33.1578947368421,0
20,40,73.6842105263158,36.8421052631579,0
20,40,73.6842105263158,40.5263157894737,0
20,40,73.6842105263158,44.2105263157895,0
20,40,73.6842105263158,47.8947368421053,0
20,40,73.6842105263158,51.5789473684211,0
20,40,73.6842105263158,55.2631578947368,0
20,40,73.6842105263158,58.9473684210526,0
20,40,73.6842105263158,62.6315789473684,0
20,40,73.6842105263158,66.3157894736842,0
20,40,73.6842105263158,70,0
20,40,92.1052631578947,0,1
20,40,92.1052631578947,3.68421052631579,1
20,40,92.1052631578947,7.36842105263158,1
20,40,92.1052631578947,11.0526315789474,1
20,40,92.1052631578947,14.7368421052632,1
20,40,92.1052631578947,18.421052631579,1
20,40,92.1052631578947,22.1052631578947,1
20,40,92.1052631578947,25.7894736842105,1
20,40,92.1052631578947,29.4736842105263,0
20,40,92.1052631578947,33.1578947368421,0
20,40,92.1052631578947,36.8421052631579,0
20,40,92.1052631578947,40.5263157894737,0
20,40,92.1052631578947,44.2105263157895,0
20,40,92.1052631578947,47.8947368421053,0
20,40,92.1052631578947,51.5789473684211,0
20,40,92.1052631578947,55.2631578947368,0
20,40,92.1052631578947,58.9473684210526,0
20,40,92.1052631578947,62.6315789473684,0
20,40,92.1052631578947,66.3157894736842,0
20,40,92.1052631578947,70,0
20,40,110.526315789474,0,0
20,40,110.526315789474,3.68421052631579,0
20,40,110.526315789474,7.36842105263158,0
20,40,110.526315789474,11.0526315789474,0
20,40,110.526315789474,14.7368421052632,0
20,40,110.526315789474,18.421052631579,0
20,40,110.526315789474,22.1052631578947,0
20,40,110.526315789474,25.7894736842105,0
20,40,110.526315789474,29.4736842105263,0
20,40,110.526315789474,33.1578947368421,0
20,40,110.526315789474,36.8421052631579,0
20,40,110.526315789474,40.5263157894737,0
20,40,110.526315789474,44.2105263157895,0
20,40,110.526315789474,47.8947368421053,0
20,40,110.526315789474,51.5789473684211,0
20,40,110.526315789474,55.2631578947368,0
20,40,110.526315789474,58.9473684210526,0
